Team,Opponent,Team-Score,Opponent-Score,Win,Date,Time,Location,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg,Season,Playoff,Home
Phoenix Suns,Utah Jazz,100,93,1,2015-02-06,9:00 PM,"US Airways Center, Phoenix, Arizona",38,84,0.452,14,27,0.519,10,14,0.7140000000000001,10,34,44,20,10,5,11,16,0.555,0.536,0.321,0.16699999999999998,21.3,85.0,50.6,52.6,10.8,8.3,10.9,108.4,100.9,2014-15,0,1
Atlanta Hawks,Golden State Warriors,124,116,1,2015-02-06,7:30 PM,"Philips Arena, Atlanta, Georgia",38,77,0.494,15,27,0.556,33,37,0.892,4,34,38,28,13,4,13,19,0.665,0.591,0.35100000000000003,0.48100000000000004,11.1,64.2,42.7,73.7,12.9,5.7,12.2,123.0,115.0,2014-15,0,1
Orlando Magic,Los Angeles Lakers,103,97,1,2015-02-06,7:00 PM,"Amway Center, Orlando, Florida",43,83,0.518,5,15,0.33299999999999996,12,14,0.857,10,38,48,26,9,6,18,13,0.578,0.5479999999999999,0.18100000000000002,0.16899999999999998,26.3,71.7,52.7,60.5,9.3,8.5,16.8,106.2,100.0,2014-15,0,1
Brooklyn Nets,New York Knicks,92,88,1,2015-02-06,7:00 PM,"Barclays Center, Brooklyn, New York",37,74,0.5,3,11,0.273,15,22,0.682,10,37,47,23,1,10,14,19,0.55,0.52,0.149,0.297,27.0,74.0,54.0,62.2,1.2,15.4,14.3,107.2,102.6,2014-15,0,1
Boston Celtics,Philadelphia 76ers,107,96,1,2015-02-06,7:30 PM,"TD Garden, Boston, Massachusetts",39,86,0.45299999999999996,10,27,0.37,19,25,0.76,11,42,53,27,8,4,10,24,0.552,0.512,0.314,0.29100000000000004,25.0,79.2,54.6,69.2,8.3,7.4,9.3,111.4,100.0,2014-15,0,1
San Antonio Spurs,Miami Heat,98,85,1,2015-02-06,9:30 PM,"AT&T Center, San Antonio, Texas",40,83,0.48200000000000004,11,29,0.379,7,9,0.778,14,29,43,31,12,4,16,18,0.563,0.5479999999999999,0.349,0.10800000000000001,34.1,74.4,53.8,77.5,13.8,6.3,15.5,112.4,97.5,2014-15,0,1
Detroit Pistons,Denver Nuggets,98,88,1,2015-02-06,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",37,82,0.451,4,24,0.16699999999999998,20,26,0.769,11,40,51,23,4,4,16,16,0.524,0.47600000000000003,0.293,0.317,25.6,78.4,54.3,62.2,4.2,6.3,14.6,102.7,92.2,2014-15,0,1
Indiana Pacers,Cleveland Cavaliers,103,99,1,2015-02-06,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",37,79,0.46799999999999997,8,21,0.381,21,26,0.8079999999999999,9,32,41,26,9,2,8,14,0.569,0.519,0.266,0.32899999999999996,24.3,68.1,48.8,70.3,10.1,3.7,8.1,115.4,110.9,2014-15,0,1
Minnesota Timberwolves,Memphis Grizzlies,90,89,1,2015-02-06,8:00 PM,"Target Center, Minneapolis, Minnesota",35,81,0.43200000000000005,5,17,0.294,15,17,0.882,12,31,43,17,8,1,16,21,0.509,0.46299999999999997,0.21,0.21,30.0,93.9,58.9,48.6,8.8,1.8,15.3,99.0,97.9,2014-15,0,1
Milwaukee Bucks,Houston Rockets,111,117,0,2015-02-06,8:00 PM,"Toyota Center, Houston, Texas",48,95,0.505,4,17,0.235,11,15,0.733,11,30,41,29,10,3,13,23,0.546,0.526,0.179,0.158,25.6,75.0,49.4,60.4,10.0,6.1,11.3,111.0,117.0,2014-15,0,0
Los Angeles Clippers,Toronto Raptors,107,123,0,2015-02-06,7:00 PM,"Air Canada Centre, Toronto, Canada",38,78,0.48700000000000004,6,23,0.261,25,31,0.8059999999999999,7,23,30,21,8,4,8,21,0.584,0.526,0.295,0.397,17.9,69.7,41.7,55.3,8.9,8.9,8.0,118.8,136.5,2014-15,0,0
Utah Jazz,Phoenix Suns,93,100,0,2015-02-06,9:00 PM,"US Airways Center, Phoenix, Arizona",37,80,0.46299999999999997,7,20,0.35,12,18,0.667,6,37,43,23,8,4,14,16,0.529,0.506,0.25,0.225,15.0,78.7,49.4,62.2,8.7,7.0,13.7,100.9,108.4,2014-15,0,0
Golden State Warriors,Atlanta Hawks,116,124,0,2015-02-06,7:30 PM,"Philips Arena, Atlanta, Georgia",47,103,0.456,12,33,0.364,10,15,0.667,19,32,51,31,7,7,14,24,0.529,0.515,0.32,0.146,35.8,88.9,57.3,66.0,6.9,14.0,11.3,115.0,123.0,2014-15,0,0
Los Angeles Lakers,Orlando Magic,97,103,0,2015-02-06,7:00 PM,"Amway Center, Orlando, Florida",39,97,0.402,11,26,0.423,8,13,0.615,15,28,43,27,12,8,14,13,0.47200000000000003,0.45899999999999996,0.268,0.134,28.3,73.7,47.3,69.2,12.4,11.8,12.0,100.0,106.2,2014-15,0,0
New York Knicks,Brooklyn Nets,88,92,0,2015-02-06,7:00 PM,"Barclays Center, Brooklyn, New York",34,89,0.382,6,24,0.25,14,17,0.8240000000000001,13,27,40,23,8,3,5,22,0.456,0.41600000000000004,0.27,0.191,26.0,73.0,46.0,67.6,9.3,4.8,4.9,102.6,107.2,2014-15,0,0
Philadelphia 76ers,Boston Celtics,96,107,0,2015-02-06,7:30 PM,"TD Garden, Boston, Massachusetts",35,79,0.44299999999999995,11,25,0.44,15,31,0.484,11,33,44,22,6,3,17,19,0.518,0.513,0.316,0.392,20.8,75.0,45.4,62.9,6.2,5.1,15.5,100.0,111.4,2014-15,0,0
Miami Heat,San Antonio Spurs,85,98,0,2015-02-06,9:30 PM,"AT&T Center, San Antonio, Texas",36,80,0.45,5,16,0.313,8,9,0.889,10,27,37,23,7,3,16,10,0.506,0.48100000000000004,0.2,0.113,25.6,65.9,46.3,63.9,8.0,5.6,16.0,97.5,112.4,2014-15,0,0
Denver Nuggets,Detroit Pistons,88,98,0,2015-02-06,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",33,85,0.38799999999999996,5,22,0.22699999999999998,17,22,0.773,11,32,43,22,7,5,13,24,0.465,0.418,0.259,0.259,21.6,74.4,45.7,66.7,7.3,8.6,12.1,92.2,102.7,2014-15,0,0
Cleveland Cavaliers,Indiana Pacers,99,103,0,2015-02-06,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",40,89,0.449,11,35,0.314,8,12,0.667,15,28,43,18,6,3,15,20,0.525,0.511,0.39299999999999996,0.135,31.9,75.7,51.2,45.0,6.7,5.2,13.7,110.9,115.4,2014-15,0,0
Memphis Grizzlies,Minnesota Timberwolves,89,90,0,2015-02-06,8:00 PM,"Target Center, Minneapolis, Minnesota",36,69,0.522,2,12,0.16699999999999998,15,20,0.75,2,28,30,19,11,5,18,19,0.5720000000000001,0.536,0.174,0.29,6.1,70.0,41.1,52.8,12.1,7.8,18.8,97.9,99.0,2014-15,0,0
Oklahoma City Thunder,New Orleans Pelicans,113,116,0,2015-02-06,8:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",40,89,0.449,8,24,0.33299999999999996,25,28,0.893,10,30,40,19,11,8,13,23,0.5579999999999999,0.494,0.27,0.315,22.2,73.2,46.5,47.5,10.9,12.7,11.4,112.3,115.3,2014-15,0,1
Golden State Warriors,New York Knicks,106,92,1,2015-02-07,7:30 PM,"Madison Square Garden (IV), New York, New York",37,81,0.457,12,25,0.48,20,24,0.833,12,36,48,21,8,5,14,19,0.579,0.531,0.309,0.29600000000000004,29.3,70.6,52.2,56.8,8.8,7.2,13.3,117.0,101.5,2014-15,0,0
Chicago Bulls,New Orleans Pelicans,107,72,1,2015-02-07,7:00 PM,"Smoothie King Center, New Orleans, Louisiana",43,84,0.512,10,22,0.455,11,13,0.846,8,37,45,18,6,4,11,7,0.596,0.5710000000000001,0.262,0.155,23.5,75.5,54.2,41.9,6.8,5.8,10.9,121.9,82.0,2014-15,0,0
Philadelphia 76ers,Charlotte Hornets,89,81,1,2015-02-07,7:30 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",29,74,0.392,9,23,0.391,22,30,0.733,5,42,47,19,6,5,15,22,0.51,0.45299999999999996,0.311,0.405,11.6,89.4,52.2,65.5,6.2,8.2,14.7,92.2,83.9,2014-15,0,1
Milwaukee Bucks,Boston Celtics,96,93,1,2015-02-07,8:30 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",37,75,0.493,8,20,0.4,14,19,0.737,6,34,40,21,6,6,12,20,0.5760000000000001,0.547,0.267,0.253,15.4,75.6,47.6,56.8,6.7,10.5,12.6,106.5,103.2,2014-15,0,1
Utah Jazz,Sacramento Kings,102,90,1,2015-02-07,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",43,86,0.5,5,19,0.263,11,17,0.647,14,29,43,21,6,6,9,28,0.546,0.529,0.221,0.198,35.0,67.4,51.8,48.8,6.8,8.7,8.8,116.3,102.6,2014-15,0,1
Washington Wizards,Brooklyn Nets,114,77,1,2015-02-07,7:00 PM,"Verizon Center, Washington, District of Columbia",44,87,0.506,9,20,0.45,17,23,0.7390000000000001,16,35,51,31,9,3,14,24,0.5870000000000001,0.557,0.23,0.264,39.0,72.9,57.3,70.5,9.9,5.1,12.6,125.4,84.7,2014-15,0,1
Dallas Mavericks,Portland Trail Blazers,111,101,1,2015-02-07,8:30 PM,"American Airlines Center, Dallas, Texas",43,105,0.41,14,36,0.389,11,16,0.688,20,35,55,21,11,7,15,20,0.495,0.47600000000000003,0.34299999999999997,0.152,32.8,67.3,48.7,48.8,10.6,12.3,11.8,107.2,97.6,2014-15,0,1
Charlotte Hornets,Philadelphia 76ers,81,89,0,2015-02-07,7:30 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",29,84,0.345,6,23,0.261,17,20,0.85,5,38,43,24,9,5,12,20,0.436,0.381,0.27399999999999997,0.23800000000000002,10.6,88.4,47.8,82.8,9.3,9.8,11.5,83.9,92.2,2014-15,0,0
Boston Celtics,Milwaukee Bucks,93,96,0,2015-02-07,8:30 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",36,86,0.419,7,29,0.24100000000000002,14,20,0.7,11,33,44,20,7,1,11,19,0.491,0.45899999999999996,0.337,0.233,24.4,84.6,52.4,55.6,7.8,1.8,10.4,103.2,106.5,2014-15,0,0
Sacramento Kings,Utah Jazz,90,102,0,2015-02-07,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",32,82,0.39,3,13,0.231,23,33,0.6970000000000001,14,26,40,15,3,5,12,19,0.466,0.409,0.159,0.402,32.6,65.0,48.2,46.9,3.4,7.5,11.1,102.6,116.3,2014-15,0,0
Brooklyn Nets,Washington Wizards,77,114,0,2015-02-07,7:00 PM,"Verizon Center, Washington, District of Columbia",26,77,0.33799999999999997,4,18,0.222,21,31,0.677,13,25,38,17,8,4,15,20,0.425,0.364,0.23399999999999999,0.40299999999999997,27.1,61.0,42.7,65.4,8.8,6.0,14.2,84.7,125.4,2014-15,0,0
Portland Trail Blazers,Dallas Mavericks,101,111,0,2015-02-07,8:30 PM,"American Airlines Center, Dallas, Texas",37,89,0.41600000000000004,10,32,0.313,17,24,0.708,17,41,58,24,11,4,22,21,0.507,0.47200000000000003,0.36,0.27,32.7,67.2,51.3,64.9,10.6,5.8,18.1,97.6,107.2,2014-15,0,0
New York Knicks,Golden State Warriors,92,106,0,2015-02-07,7:30 PM,"Madison Square Garden (IV), New York, New York",35,87,0.402,8,18,0.444,14,17,0.8240000000000001,15,29,44,23,7,1,13,20,0.48700000000000004,0.44799999999999995,0.207,0.195,29.4,70.7,47.8,65.7,7.7,1.8,12.1,101.5,117.0,2014-15,0,1
New Orleans Pelicans,Chicago Bulls,72,107,0,2015-02-07,7:00 PM,"Smoothie King Center, New Orleans, Louisiana",32,86,0.37200000000000005,4,17,0.235,4,7,0.5710000000000001,12,26,38,16,8,6,11,13,0.40399999999999997,0.395,0.198,0.081,24.5,76.5,45.8,50.0,9.1,9.7,11.0,82.0,121.9,2014-15,0,1
Indiana Pacers,Charlotte Hornets,103,102,1,2015-02-08,6:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",37,84,0.44,7,19,0.368,22,25,0.88,8,32,40,19,4,2,12,25,0.542,0.48200000000000004,0.226,0.298,20.5,88.9,53.3,51.4,4.2,3.2,11.2,109.0,107.9,2014-15,0,0
Portland Trail Blazers,Houston Rockets,109,98,1,2015-02-08,7:00 PM,"Toyota Center, Houston, Texas",40,76,0.526,9,29,0.31,20,23,0.87,4,35,39,20,8,5,11,19,0.633,0.586,0.382,0.303,13.8,70.0,49.4,50.0,8.8,10.6,11.3,120.4,108.2,2014-15,0,0
Chicago Bulls,Orlando Magic,98,97,1,2015-02-08,6:00 PM,"Amway Center, Orlando, Florida",37,77,0.48100000000000004,8,22,0.364,16,18,0.889,7,28,35,27,11,1,15,11,0.5770000000000001,0.532,0.28600000000000003,0.23399999999999999,17.9,68.3,43.8,73.0,12.2,1.7,15.0,108.4,107.3,2014-15,0,0
Minnesota Timberwolves,Detroit Pistons,112,101,1,2015-02-08,6:00 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",39,76,0.513,5,12,0.41700000000000004,29,34,0.853,9,31,40,26,6,1,15,20,0.616,0.546,0.158,0.447,28.1,72.1,53.3,66.7,6.5,2.1,14.2,121.9,109.9,2014-15,0,0
Sacramento Kings,Phoenix Suns,85,83,1,2015-02-08,9:00 PM,"Sleep Train Arena, Sacramento, California",34,75,0.45299999999999996,4,12,0.33299999999999996,13,21,0.619,4,39,43,20,1,5,15,17,0.505,0.48,0.16,0.28,11.1,78.0,50.0,58.8,1.1,7.9,15.1,90.6,88.5,2014-15,0,1
Oklahoma City Thunder,Los Angeles Clippers,131,108,1,2015-02-08,1:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",46,88,0.523,8,20,0.4,31,38,0.816,16,38,54,26,8,6,11,21,0.625,0.568,0.22699999999999998,0.43200000000000005,43.2,82.6,65.1,56.5,8.2,10.3,9.5,133.9,110.4,2014-15,0,1
Memphis Grizzlies,Atlanta Hawks,94,88,1,2015-02-08,6:00 PM,"FedEx Forum, Memphis, Tennessee",36,92,0.391,3,13,0.231,19,21,0.905,17,38,55,18,8,4,11,12,0.46399999999999997,0.408,0.141,0.228,33.3,92.7,59.8,50.0,8.6,8.0,9.8,101.0,94.5,2014-15,0,1
Cleveland Cavaliers,Los Angeles Lakers,120,105,1,2015-02-08,3:30 PM,"Quicken Loans Arena, Cleveland, Ohio",45,82,0.5489999999999999,18,33,0.545,12,20,0.6,6,40,46,31,6,7,14,15,0.6609999999999999,0.659,0.402,0.244,18.2,67.8,50.0,68.9,6.3,9.1,13.4,125.6,109.9,2014-15,0,1
Toronto Raptors,San Antonio Spurs,87,82,1,2015-02-08,7:00 PM,"Air Canada Centre, Toronto, Canada",32,74,0.43200000000000005,4,13,0.308,19,24,0.792,6,42,48,18,11,7,14,15,0.514,0.45899999999999996,0.17600000000000002,0.324,15.8,67.7,48.0,56.3,12.1,10.8,14.2,95.3,89.9,2014-15,0,1
Phoenix Suns,Sacramento Kings,83,85,0,2015-02-08,9:00 PM,"Sleep Train Arena, Sacramento, California",33,91,0.363,5,28,0.179,12,17,0.706,11,32,43,17,9,4,10,25,0.42100000000000004,0.39,0.308,0.187,22.0,88.9,50.0,51.5,9.6,6.3,9.2,88.5,90.6,2014-15,0,0
Los Angeles Clippers,Oklahoma City Thunder,108,131,0,2015-02-08,1:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",42,90,0.467,12,32,0.375,12,17,0.706,8,21,29,28,9,2,13,26,0.5539999999999999,0.5329999999999999,0.35600000000000004,0.18899999999999997,17.4,56.8,34.9,66.7,9.2,2.9,11.8,110.4,133.9,2014-15,0,0
Atlanta Hawks,Memphis Grizzlies,88,94,0,2015-02-08,6:00 PM,"FedEx Forum, Memphis, Tennessee",33,80,0.413,12,30,0.4,10,11,0.909,3,34,37,17,6,5,14,16,0.519,0.488,0.375,0.138,7.3,66.7,40.2,51.5,6.4,6.3,14.2,94.5,101.0,2014-15,0,0
Los Angeles Lakers,Cleveland Cavaliers,105,120,0,2015-02-08,3:30 PM,"Quicken Loans Arena, Cleveland, Ohio",41,100,0.41,7,23,0.304,16,19,0.8420000000000001,19,27,46,22,11,5,7,18,0.484,0.445,0.23,0.19,32.2,81.8,50.0,53.7,11.5,10.2,6.1,109.9,125.6,2014-15,0,0
San Antonio Spurs,Toronto Raptors,82,87,0,2015-02-08,7:00 PM,"Air Canada Centre, Toronto, Canada",31,93,0.33299999999999996,7,28,0.25,13,16,0.813,20,32,52,23,10,6,14,18,0.41,0.371,0.301,0.172,32.3,84.2,52.0,74.2,11.0,9.8,12.3,89.9,95.3,2014-15,0,0
Charlotte Hornets,Indiana Pacers,102,103,0,2015-02-08,6:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",36,77,0.46799999999999997,8,14,0.5710000000000001,22,28,0.7859999999999999,4,31,35,24,5,4,10,23,0.5710000000000001,0.519,0.182,0.364,11.1,79.5,46.7,66.7,5.3,6.2,10.1,107.9,109.0,2014-15,0,1
Houston Rockets,Portland Trail Blazers,98,109,0,2015-02-08,7:00 PM,"Toyota Center, Houston, Texas",31,82,0.37799999999999995,13,35,0.371,23,34,0.6759999999999999,15,25,40,24,7,1,11,24,0.505,0.457,0.42700000000000005,0.415,30.0,86.2,50.6,77.4,7.7,2.1,10.2,108.2,120.4,2014-15,0,1
Orlando Magic,Chicago Bulls,97,98,0,2015-02-08,6:00 PM,"Amway Center, Orlando, Florida",39,83,0.47,9,25,0.36,10,13,0.769,13,32,45,21,9,4,16,21,0.547,0.524,0.301,0.157,31.7,82.1,56.3,53.8,10.0,7.3,15.3,107.3,108.4,2014-15,0,1
Detroit Pistons,Minnesota Timberwolves,101,112,0,2015-02-08,6:00 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",37,79,0.46799999999999997,10,31,0.32299999999999995,17,22,0.773,12,23,35,18,8,4,15,25,0.569,0.532,0.392,0.278,27.9,71.9,46.7,48.6,8.7,6.3,14.5,109.9,121.9,2014-15,0,1
Atlanta Hawks,Minnesota Timberwolves,117,105,1,2015-02-09,8:00 PM,"Target Center, Minneapolis, Minnesota",44,86,0.512,10,21,0.47600000000000003,19,20,0.95,10,26,36,26,14,6,10,21,0.617,0.57,0.244,0.233,27.0,53.1,41.9,59.1,15.2,7.8,9.5,127.1,114.1,2014-15,0,0
Utah Jazz,New Orleans Pelicans,100,96,1,2015-02-09,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",39,93,0.419,9,21,0.429,13,19,0.684,21,26,47,23,11,9,10,17,0.493,0.46799999999999997,0.226,0.204,45.7,63.4,54.0,59.0,13.1,15.8,9.0,118.9,114.1,2014-15,0,0
San Antonio Spurs,Indiana Pacers,95,93,1,2015-02-09,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",37,89,0.41600000000000004,6,25,0.24,15,17,0.882,8,34,42,18,8,7,7,13,0.49200000000000005,0.449,0.281,0.191,17.0,75.6,45.7,48.6,8.7,10.4,6.8,102.7,100.6,2014-15,0,0
Los Angeles Clippers,Dallas Mavericks,115,98,1,2015-02-09,8:30 PM,"American Airlines Center, Dallas, Texas",41,92,0.446,9,27,0.33299999999999996,24,29,0.828,17,36,53,21,8,3,6,25,0.5489999999999999,0.495,0.293,0.315,34.0,72.0,53.0,51.2,8.8,6.4,5.4,126.6,107.9,2014-15,0,0
Golden State Warriors,Philadelphia 76ers,89,84,1,2015-02-09,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",34,85,0.4,7,29,0.24100000000000002,14,19,0.737,6,34,40,26,15,5,14,14,0.47700000000000004,0.441,0.341,0.22399999999999998,12.5,77.3,43.5,76.5,15.0,9.1,13.0,88.9,83.9,2014-15,0,0
Oklahoma City Thunder,Denver Nuggets,124,114,1,2015-02-09,9:00 PM,"Pepsi Center, Denver, Colorado",43,80,0.5379999999999999,12,24,0.5,26,35,0.743,9,31,40,24,4,5,12,23,0.65,0.613,0.3,0.43799999999999994,25.7,72.1,51.3,55.8,4.2,8.5,11.2,129.9,119.4,2014-15,0,0
Miami Heat,New York Knicks,109,95,1,2015-02-09,7:30 PM,"AmericanAirlines Arena, Miami, Florida",36,74,0.486,12,22,0.545,25,29,0.862,7,28,35,28,9,5,12,19,0.628,0.568,0.297,0.392,22.6,71.8,50.0,77.8,10.1,7.8,12.2,122.1,106.4,2014-15,0,1
Milwaukee Bucks,Brooklyn Nets,103,97,1,2015-02-09,8:00 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",37,89,0.41600000000000004,7,18,0.389,22,25,0.88,14,30,44,25,14,4,9,14,0.515,0.455,0.20199999999999999,0.281,31.8,78.9,53.7,67.6,15.5,7.8,8.3,114.2,107.6,2014-15,0,1
Washington Wizards,Orlando Magic,96,80,1,2015-02-09,7:00 PM,"Verizon Center, Washington, District of Columbia",33,77,0.429,7,25,0.28,23,27,0.852,13,40,53,25,7,3,20,14,0.54,0.474,0.325,0.35100000000000003,34.2,83.3,61.6,75.8,7.7,4.9,18.4,105.0,87.5,2014-15,0,1
New York Knicks,Miami Heat,95,109,0,2015-02-09,7:30 PM,"AmericanAirlines Arena, Miami, Florida",36,84,0.429,7,20,0.35,16,19,0.8420000000000001,11,24,35,22,8,8,13,22,0.514,0.47,0.23800000000000002,0.226,28.2,77.4,50.0,61.1,9.0,15.4,12.3,106.4,122.1,2014-15,0,0
Brooklyn Nets,Milwaukee Bucks,97,103,0,2015-02-09,8:00 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",38,76,0.5,9,25,0.36,12,19,0.632,8,30,38,25,3,8,15,17,0.575,0.5589999999999999,0.32899999999999996,0.25,21.1,68.2,46.3,65.8,3.3,11.3,15.1,107.6,114.2,2014-15,0,0
Orlando Magic,Washington Wizards,80,96,0,2015-02-09,7:00 PM,"Verizon Center, Washington, District of Columbia",33,83,0.39799999999999996,4,22,0.182,10,15,0.667,8,25,33,18,13,6,11,24,0.446,0.42200000000000004,0.265,0.18100000000000002,16.7,65.8,38.4,54.5,14.2,11.5,10.9,87.5,105.0,2014-15,0,0
Minnesota Timberwolves,Atlanta Hawks,105,117,0,2015-02-09,8:00 PM,"Target Center, Minneapolis, Minnesota",42,93,0.452,5,16,0.313,16,22,0.727,23,27,50,24,6,8,16,19,0.511,0.478,0.172,0.237,46.9,73.0,58.1,57.1,6.5,12.3,13.5,114.1,127.1,2014-15,0,1
New Orleans Pelicans,Utah Jazz,96,100,0,2015-02-09,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",33,79,0.418,13,22,0.591,17,20,0.85,15,25,40,20,5,17,15,19,0.547,0.5,0.278,0.253,36.6,54.3,46.0,60.6,5.9,23.6,14.6,114.1,118.9,2014-15,0,1
Indiana Pacers,San Antonio Spurs,93,95,0,2015-02-09,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",36,88,0.409,8,21,0.381,13,13,1.0,11,39,50,24,4,6,12,15,0.496,0.455,0.239,0.14800000000000002,24.4,83.0,54.3,66.7,4.3,9.4,11.4,100.6,102.7,2014-15,0,1
Dallas Mavericks,Los Angeles Clippers,98,115,0,2015-02-09,8:30 PM,"American Airlines Center, Dallas, Texas",33,81,0.40700000000000003,10,34,0.294,22,30,0.733,14,33,47,19,2,3,12,26,0.52,0.469,0.42,0.37,28.0,66.0,47.0,57.6,2.2,4.6,11.3,107.9,126.6,2014-15,0,1
Philadelphia 76ers,Golden State Warriors,84,89,0,2015-02-09,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",33,79,0.418,7,24,0.292,11,14,0.7859999999999999,10,42,52,21,9,4,27,19,0.493,0.462,0.304,0.177,22.7,87.5,56.5,63.6,9.0,7.1,24.1,83.9,88.9,2014-15,0,1
Denver Nuggets,Oklahoma City Thunder,114,124,0,2015-02-09,9:00 PM,"Pepsi Center, Denver, Colorado",42,87,0.483,9,28,0.321,21,29,0.7240000000000001,12,26,38,20,7,4,10,25,0.5710000000000001,0.534,0.322,0.33299999999999996,27.9,74.3,48.7,47.6,7.3,7.1,9.1,119.4,129.9,2014-15,0,1
Detroit Pistons,Charlotte Hornets,106,78,1,2015-02-10,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",37,83,0.446,5,19,0.263,27,30,0.9,10,38,48,21,8,5,8,18,0.551,0.47600000000000003,0.22899999999999998,0.361,26.3,79.2,55.8,56.8,9.1,8.8,7.7,120.4,88.6,2014-15,0,0
Houston Rockets,Phoenix Suns,127,118,1,2015-02-10,8:00 PM,"US Airways Center, Phoenix, Arizona",48,95,0.505,15,37,0.405,16,23,0.696,15,32,47,28,9,3,13,24,0.604,0.584,0.389,0.242,36.6,71.1,54.7,58.3,9.1,4.9,11.0,128.6,119.4,2014-15,0,0
Denver Nuggets,Los Angeles Lakers,106,96,1,2015-02-10,10:30 PM,"STAPLES Center, Los Angeles, California",43,79,0.544,4,16,0.25,16,23,0.696,4,31,35,25,9,8,7,22,0.595,0.57,0.203,0.29100000000000004,12.1,68.9,44.9,58.1,10.0,11.9,7.3,117.5,106.5,2014-15,0,0
Chicago Bulls,Sacramento Kings,104,86,1,2015-02-10,8:00 PM,"United Center, Chicago, Illinois",42,80,0.525,7,20,0.35,13,15,0.867,5,28,33,26,8,3,7,21,0.6,0.569,0.25,0.188,13.5,68.3,42.3,61.9,9.3,4.8,7.5,120.4,99.6,2014-15,0,1
Memphis Grizzlies,Brooklyn Nets,95,86,1,2015-02-10,8:00 PM,"FedEx Forum, Memphis, Tennessee",36,81,0.444,6,19,0.316,17,25,0.68,12,33,45,24,14,9,12,19,0.516,0.48100000000000004,0.235,0.309,27.3,70.2,49.5,66.7,15.3,13.0,11.5,103.8,94.0,2014-15,0,1
Sacramento Kings,Chicago Bulls,86,104,0,2015-02-10,8:00 PM,"United Center, Chicago, Illinois",35,75,0.467,2,12,0.16699999999999998,14,27,0.519,13,32,45,23,3,3,13,15,0.495,0.48,0.16,0.36,31.7,86.5,57.7,65.7,3.5,5.0,13.0,99.6,120.4,2014-15,0,0
Brooklyn Nets,Memphis Grizzlies,86,95,0,2015-02-10,8:00 PM,"FedEx Forum, Memphis, Tennessee",35,81,0.43200000000000005,3,12,0.25,13,17,0.765,14,32,46,14,7,5,20,24,0.486,0.451,0.14800000000000002,0.21,29.8,72.7,50.5,40.0,7.6,8.1,18.4,94.0,103.8,2014-15,0,0
Charlotte Hornets,Detroit Pistons,78,106,0,2015-02-10,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",29,81,0.358,9,24,0.375,11,14,0.7859999999999999,10,28,38,21,1,9,11,21,0.447,0.414,0.29600000000000004,0.17300000000000001,20.8,73.7,44.2,72.4,1.1,14.1,11.2,88.6,120.4,2014-15,0,1
Phoenix Suns,Houston Rockets,118,127,0,2015-02-10,8:00 PM,"US Airways Center, Phoenix, Arizona",41,87,0.47100000000000003,12,26,0.462,24,30,0.8,13,26,39,18,9,5,14,18,0.589,0.54,0.299,0.345,28.9,63.4,45.3,43.9,9.1,8.6,12.3,119.4,128.6,2014-15,0,1
Los Angeles Lakers,Denver Nuggets,96,106,0,2015-02-10,10:30 PM,"STAPLES Center, Los Angeles, California",37,85,0.435,6,18,0.33299999999999996,16,27,0.593,14,29,43,23,3,2,10,24,0.495,0.47100000000000003,0.212,0.318,31.1,87.9,55.1,62.2,3.3,3.2,9.4,106.5,117.5,2014-15,0,1
