Team,Opponent,Team-Score,Opponent-Score,Win,Date,Time,Location,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg,Season,Playoff,Home
Dallas Mavericks,Utah Jazz,94,113,0,2012-10-31,7:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",32,85,0.376,11,22,0.5,19,26,0.731,8,32,40,20,8,5,16,32,0.48700000000000004,0.441,0.259,0.306,16.3,61.5,39.6,62.5,8.0,6.7,14.2,93.6,112.5,2012-13,0,0
Toronto Raptors,Indiana Pacers,88,90,0,2012-10-31,7:00 PM,"Air Canada Centre, Toronto, Canada",33,91,0.363,6,17,0.353,16,19,0.8420000000000001,15,27,42,18,12,8,10,18,0.44299999999999995,0.396,0.187,0.209,28.8,75.0,47.7,54.5,13.2,11.9,9.1,96.6,98.8,2012-13,0,1
Detroit Pistons,Houston Rockets,96,105,0,2012-10-31,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",35,79,0.44299999999999995,6,16,0.375,20,26,0.769,10,26,36,21,12,4,16,15,0.531,0.48100000000000004,0.203,0.32899999999999996,23.3,68.4,44.4,60.0,12.7,7.7,15.0,101.5,111.0,2012-13,0,1
Memphis Grizzlies,Los Angeles Clippers,92,101,0,2012-10-31,7:30 PM,"STAPLES Center, Los Angeles, California",33,86,0.384,2,14,0.14300000000000002,24,30,0.8,17,27,44,24,14,4,18,25,0.46399999999999997,0.395,0.163,0.349,35.4,77.1,53.0,72.7,14.4,6.8,15.4,94.5,103.7,2012-13,0,0
Los Angeles Lakers,Portland Trail Blazers,106,116,0,2012-10-31,7:30 PM,"Rose Garden Arena, Portland, Oregon",36,72,0.5,8,18,0.444,26,32,0.813,15,30,45,21,6,2,24,29,0.616,0.556,0.25,0.444,42.9,75.0,60.0,58.3,6.4,3.2,21.8,113.1,123.7,2012-13,0,0
San Antonio Spurs,Oklahoma City Thunder,86,84,1,2012-11-01,8:30 PM,"AT&T Center, San Antonio, Texas",35,79,0.44299999999999995,5,19,0.263,11,16,0.688,6,33,39,27,9,4,13,21,0.5,0.475,0.24100000000000002,0.203,14.3,73.3,44.8,77.1,9.9,6.7,13.1,94.4,92.2,2012-13,0,1
Oklahoma City Thunder,San Antonio Spurs,84,86,0,2012-11-01,8:30 PM,"AT&T Center, San Antonio, Texas",29,77,0.377,7,17,0.41200000000000003,19,23,0.826,12,36,48,18,6,5,18,20,0.48200000000000004,0.42200000000000004,0.221,0.299,26.7,85.7,55.2,62.1,6.6,8.3,17.1,92.2,94.4,2012-13,0,0
Phoenix Suns,Detroit Pistons,92,89,1,2012-11-02,7:00 PM,"US Airways Center, Phoenix, Arizona",40,92,0.435,2,11,0.182,10,14,0.7140000000000001,15,37,52,15,6,5,12,20,0.469,0.446,0.12,0.152,34.1,78.7,57.1,37.5,6.5,6.5,10.9,99.4,96.1,2012-13,0,1
Charlotte Bobcats,Indiana Pacers,90,89,1,2012-11-02,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",31,85,0.365,7,19,0.368,21,24,0.875,10,31,41,18,10,9,10,22,0.47100000000000003,0.406,0.22399999999999998,0.282,20.8,68.9,44.1,58.1,10.7,15.8,9.5,96.4,95.3,2012-13,0,1
Minnesota Timberwolves,Sacramento Kings,92,80,1,2012-11-02,7:00 PM,"Target Center, Minneapolis, Minnesota",32,87,0.368,2,17,0.11800000000000001,26,36,0.722,17,36,53,17,4,10,11,17,0.447,0.379,0.195,0.414,34.7,76.6,55.2,53.1,4.3,13.7,9.7,99.9,86.9,2012-13,0,1
New Orleans Hornets,Utah Jazz,88,86,1,2012-11-02,7:00 PM,"New Orleans Arena, New Orleans, Louisiana",37,81,0.457,5,14,0.35700000000000004,9,14,0.643,12,30,42,23,7,4,12,16,0.505,0.488,0.17300000000000001,0.17300000000000001,30.0,65.2,48.8,62.2,8.3,7.0,12.1,103.7,101.4,2012-13,0,1
Oklahoma City Thunder,Portland Trail Blazers,106,92,1,2012-11-02,7:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",39,76,0.513,5,9,0.556,23,32,0.7190000000000001,8,39,47,18,2,10,12,22,0.588,0.546,0.11800000000000001,0.42100000000000004,19.5,78.0,51.6,46.2,2.1,15.9,11.8,112.0,97.2,2012-13,0,1
Orlando Magic,Denver Nuggets,102,89,1,2012-11-02,7:00 PM,"Amway Center, Orlando, Florida",42,86,0.488,5,15,0.33299999999999996,13,18,0.722,11,35,46,24,8,8,11,24,0.5429999999999999,0.517,0.174,0.209,26.8,70.0,50.5,57.1,8.7,13.8,10.5,111.1,96.9,2012-13,0,1
Milwaukee Bucks,Boston Celtics,99,88,1,2012-11-02,7:30 PM,"TD Garden, Boston, Massachusetts",40,86,0.465,8,18,0.444,11,12,0.917,11,35,46,26,12,5,18,17,0.542,0.512,0.209,0.14,26.8,85.4,56.1,65.0,12.7,8.3,16.5,104.4,92.8,2012-13,0,0
Los Angeles Clippers,Los Angeles Lakers,105,95,1,2012-11-02,7:30 PM,"STAPLES Center, Los Angeles, California",38,84,0.452,8,22,0.364,21,27,0.778,9,28,37,24,12,4,11,26,0.5479999999999999,0.5,0.262,0.321,22.5,80.0,49.3,63.2,12.9,7.7,10.3,112.5,101.8,2012-13,0,1
Chicago Bulls,Cleveland Cavaliers,115,86,1,2012-11-02,7:30 PM,"Quicken Loans Arena, Cleveland, Ohio",44,69,0.638,4,10,0.4,23,30,0.767,5,36,41,34,7,4,17,21,0.7,0.667,0.145,0.435,18.5,76.6,55.4,77.3,7.4,6.8,17.1,122.3,91.5,2012-13,0,0
Houston Rockets,Atlanta Hawks,109,102,1,2012-11-02,7:30 PM,"Philips Arena, Atlanta, Georgia",38,90,0.42200000000000004,8,30,0.267,25,29,0.862,23,35,58,22,8,2,21,18,0.53,0.467,0.33299999999999996,0.322,44.2,83.3,61.7,57.9,8.2,3.2,17.0,111.9,104.7,2012-13,0,0
Memphis Grizzlies,Golden State Warriors,104,94,1,2012-11-02,7:30 PM,"Oracle Arena, Oakland, California",35,77,0.455,6,13,0.462,28,34,0.8240000000000001,9,31,40,22,9,4,13,22,0.565,0.494,0.16899999999999998,0.442,25.0,77.5,52.6,62.9,9.6,6.7,12.4,111.5,100.8,2012-13,0,0
New York Knicks,Miami Heat,104,84,1,2012-11-02,8:00 PM,"Madison Square Garden (IV), New York, New York",36,84,0.429,19,36,0.528,13,15,0.867,13,28,41,27,10,0,12,22,0.574,0.542,0.429,0.179,27.7,80.0,50.0,75.0,11.3,0.0,11.7,117.6,95.0,2012-13,0,1
Detroit Pistons,Phoenix Suns,89,92,0,2012-11-02,7:00 PM,"US Airways Center, Phoenix, Arizona",37,90,0.41100000000000003,4,13,0.308,11,19,0.579,10,29,39,20,2,5,9,19,0.452,0.433,0.14400000000000002,0.21100000000000002,21.3,65.9,42.9,54.1,2.2,6.2,8.4,96.1,99.4,2012-13,0,0
Indiana Pacers,Charlotte Bobcats,89,90,0,2012-11-02,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",33,83,0.39799999999999996,7,26,0.26899999999999996,16,27,0.593,14,38,52,19,5,5,17,16,0.469,0.44,0.313,0.325,31.1,79.2,55.9,57.6,5.4,7.6,15.2,95.3,96.4,2012-13,0,0
Sacramento Kings,Minnesota Timberwolves,80,92,0,2012-11-02,7:00 PM,"Target Center, Minneapolis, Minnesota",32,89,0.36,3,16,0.188,13,16,0.813,11,32,43,17,7,4,11,34,0.41600000000000004,0.376,0.18,0.18,23.4,65.3,44.8,53.1,7.6,5.7,10.3,86.9,99.9,2012-13,0,0
Utah Jazz,New Orleans Hornets,86,88,0,2012-11-02,7:00 PM,"New Orleans Arena, New Orleans, Louisiana",35,85,0.41200000000000003,10,28,0.35700000000000004,6,12,0.5,16,28,44,19,7,6,14,21,0.47600000000000003,0.47100000000000003,0.32899999999999996,0.141,34.8,70.0,51.2,54.3,8.3,9.0,13.4,101.4,103.7,2012-13,0,0
Portland Trail Blazers,Oklahoma City Thunder,92,106,0,2012-11-02,7:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",32,89,0.36,9,26,0.34600000000000003,19,24,0.792,11,33,44,17,4,0,11,25,0.462,0.41,0.292,0.27,22.0,80.5,48.4,53.1,4.2,0.0,9.9,97.2,112.0,2012-13,0,0
Denver Nuggets,Orlando Magic,89,102,0,2012-11-02,7:00 PM,"Amway Center, Orlando, Florida",32,84,0.381,7,26,0.26899999999999996,18,27,0.667,15,30,45,22,5,5,14,17,0.46399999999999997,0.423,0.31,0.321,30.0,73.2,49.5,68.8,5.4,7.0,12.7,96.9,111.1,2012-13,0,0
Boston Celtics,Milwaukee Bucks,88,99,0,2012-11-02,7:30 PM,"TD Garden, Boston, Massachusetts",33,74,0.446,5,14,0.35700000000000004,17,21,0.81,6,30,36,22,9,4,18,18,0.529,0.48,0.18899999999999997,0.284,14.6,73.2,43.9,66.7,9.5,5.9,17.8,92.8,104.4,2012-13,0,1
Los Angeles Lakers,Los Angeles Clippers,95,105,0,2012-11-02,7:30 PM,"STAPLES Center, Los Angeles, California",34,68,0.5,7,16,0.43799999999999994,20,28,0.7140000000000001,7,31,38,15,7,7,20,23,0.591,0.551,0.235,0.41200000000000003,20.0,77.5,50.7,44.1,7.5,11.3,19.9,101.8,112.5,2012-13,0,1
Cleveland Cavaliers,Chicago Bulls,86,115,0,2012-11-02,7:30 PM,"Quicken Loans Arena, Cleveland, Ohio",32,79,0.405,8,20,0.4,14,27,0.519,11,22,33,23,7,1,17,25,0.473,0.456,0.253,0.342,23.4,81.5,44.6,71.9,7.4,1.7,15.8,91.5,122.3,2012-13,0,1
Atlanta Hawks,Houston Rockets,102,109,0,2012-11-02,7:30 PM,"Philips Arena, Atlanta, Georgia",40,85,0.47100000000000003,7,22,0.318,15,17,0.882,7,29,36,23,12,4,13,26,0.551,0.512,0.259,0.2,16.7,55.8,38.3,57.5,12.3,6.7,12.3,104.7,111.9,2012-13,0,1
Golden State Warriors,Memphis Grizzlies,94,104,0,2012-11-02,7:30 PM,"Oracle Arena, Oakland, California",36,80,0.45,10,20,0.5,12,17,0.706,9,27,36,21,5,5,18,24,0.537,0.513,0.25,0.213,22.5,75.0,47.4,58.3,5.4,7.8,17.1,100.8,111.5,2012-13,0,1
Miami Heat,New York Knicks,84,104,0,2012-11-02,8:00 PM,"Madison Square Garden (IV), New York, New York",33,71,0.465,7,20,0.35,11,13,0.846,7,34,41,18,4,5,21,18,0.547,0.514,0.282,0.183,20.0,72.3,50.0,54.5,4.5,10.4,21.5,95.0,117.6,2012-13,0,0
Boston Celtics,Washington Wizards,89,86,1,2012-11-03,7:00 PM,"Verizon Center, Washington, District of Columbia",36,84,0.429,8,21,0.381,9,13,0.6920000000000001,6,29,35,24,8,4,9,12,0.496,0.47600000000000003,0.25,0.155,13.3,80.6,43.2,66.7,8.8,6.9,9.1,97.8,94.5,2012-13,0,0
New Orleans Hornets,Chicago Bulls,89,82,1,2012-11-03,7:00 PM,"United Center, Chicago, Illinois",32,75,0.42700000000000005,5,18,0.278,20,23,0.87,9,35,44,13,7,9,16,21,0.523,0.46,0.24,0.307,25.7,70.0,51.8,40.6,7.8,12.7,15.8,99.2,91.4,2012-13,0,0
Portland Trail Blazers,Houston Rockets,95,85,1,2012-11-03,7:00 PM,"Toyota Center, Houston, Texas",39,93,0.419,10,24,0.41700000000000004,7,12,0.583,10,43,53,28,11,8,16,18,0.483,0.473,0.258,0.129,20.0,72.9,48.6,71.8,10.7,11.4,14.0,92.5,82.7,2012-13,0,0
Indiana Pacers,Sacramento Kings,106,98,1,2012-11-03,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",39,99,0.39399999999999996,4,22,0.182,24,27,0.889,21,46,67,16,10,14,21,19,0.478,0.414,0.222,0.273,40.4,74.2,58.8,41.0,9.4,17.5,15.9,99.6,92.1,2012-13,0,1
Golden State Warriors,Los Angeles Clippers,114,110,1,2012-11-03,7:30 PM,"STAPLES Center, Los Angeles, California",41,84,0.488,4,16,0.25,28,39,0.718,16,32,48,22,7,2,13,34,0.563,0.512,0.19,0.46399999999999997,38.1,82.1,59.3,53.7,7.2,4.1,11.4,117.4,113.3,2012-13,0,0
Milwaukee Bucks,Cleveland Cavaliers,105,102,1,2012-11-03,7:30 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",41,79,0.519,9,24,0.375,14,21,0.667,3,34,37,32,8,9,15,18,0.595,0.5760000000000001,0.304,0.266,8.3,79.1,46.8,78.0,8.1,13.4,14.5,105.7,102.6,2012-13,0,1
Brooklyn Nets,Toronto Raptors,107,100,1,2012-11-03,7:30 PM,"Barclays Center, Brooklyn, New York",37,81,0.457,6,15,0.4,27,37,0.73,9,32,41,20,6,5,17,19,0.55,0.494,0.185,0.457,25.0,76.2,52.6,54.1,6.1,7.8,14.9,109.4,102.3,2012-13,0,1
San Antonio Spurs,Utah Jazz,110,100,1,2012-11-03,7:30 PM,"AT&T Center, San Antonio, Texas",42,74,0.568,7,13,0.5379999999999999,19,23,0.826,7,26,33,29,8,6,18,18,0.654,0.615,0.17600000000000002,0.311,23.3,74.3,50.8,69.0,8.7,9.4,17.6,119.4,108.5,2012-13,0,1
Miami Heat,Denver Nuggets,119,116,1,2012-11-03,7:30 PM,"AmericanAirlines Arena, Miami, Florida",43,83,0.518,10,25,0.4,23,27,0.852,7,25,32,26,9,8,8,16,0.627,0.578,0.301,0.325,19.4,58.1,40.5,60.5,9.5,10.8,7.8,126.0,122.8,2012-13,0,1
Dallas Mavericks,Charlotte Bobcats,126,99,1,2012-11-03,7:30 PM,"American Airlines Center, Dallas, Texas",49,80,0.613,16,25,0.64,12,15,0.8,8,35,43,31,6,7,22,23,0.727,0.713,0.313,0.188,25.8,70.0,53.1,63.3,6.2,9.5,20.3,130.3,102.4,2012-13,0,1
Washington Wizards,Boston Celtics,86,89,0,2012-11-03,7:00 PM,"Verizon Center, Washington, District of Columbia",34,78,0.436,6,20,0.3,12,17,0.706,7,39,46,20,7,4,15,14,0.503,0.474,0.256,0.218,19.4,86.7,56.8,58.8,7.7,6.3,14.9,94.5,97.8,2012-13,0,1
Chicago Bulls,New Orleans Hornets,82,89,0,2012-11-03,7:00 PM,"United Center, Chicago, Illinois",29,88,0.33,3,17,0.17600000000000002,21,25,0.84,15,26,41,21,11,6,12,20,0.414,0.34700000000000003,0.193,0.284,30.0,74.3,48.2,72.4,12.3,10.5,10.8,91.4,99.2,2012-13,0,1
Houston Rockets,Portland Trail Blazers,85,95,0,2012-11-03,7:00 PM,"Toyota Center, Houston, Texas",34,96,0.354,5,26,0.192,12,18,0.667,16,40,56,19,12,4,18,16,0.409,0.38,0.271,0.188,27.1,80.0,51.4,55.9,11.7,5.8,14.8,82.7,92.5,2012-13,0,1
Sacramento Kings,Indiana Pacers,98,106,0,2012-11-03,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",37,102,0.363,8,22,0.364,16,20,0.8,16,31,47,19,15,13,16,26,0.442,0.402,0.21600000000000003,0.196,25.8,59.6,41.2,51.4,14.1,16.9,12.6,92.1,99.6,2012-13,0,0
Los Angeles Clippers,Golden State Warriors,110,114,0,2012-11-03,7:30 PM,"STAPLES Center, Los Angeles, California",30,70,0.429,10,21,0.47600000000000003,40,52,0.769,7,26,33,21,6,5,16,31,0.5920000000000001,0.5,0.3,0.743,17.9,61.9,40.7,70.0,6.2,7.4,14.7,113.3,117.4,2012-13,0,1
Cleveland Cavaliers,Milwaukee Bucks,102,105,0,2012-11-03,7:30 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",39,83,0.47,6,16,0.375,18,29,0.621,9,33,42,19,9,0,15,21,0.5329999999999999,0.506,0.193,0.349,20.9,91.7,53.2,48.7,9.1,0.0,13.5,102.6,105.7,2012-13,0,0
Toronto Raptors,Brooklyn Nets,100,107,0,2012-11-03,7:30 PM,"Barclays Center, Brooklyn, New York",37,82,0.451,7,18,0.389,19,25,0.76,10,27,37,23,8,5,14,31,0.5379999999999999,0.494,0.22,0.305,23.8,75.0,47.4,62.2,8.2,7.6,13.1,102.3,109.4,2012-13,0,0
Utah Jazz,San Antonio Spurs,100,110,0,2012-11-03,7:30 PM,"AT&T Center, San Antonio, Texas",38,77,0.494,5,13,0.385,19,22,0.8640000000000001,9,23,32,17,11,7,16,22,0.5770000000000001,0.526,0.16899999999999998,0.28600000000000003,25.7,76.7,49.2,44.7,11.9,11.5,15.6,108.5,119.4,2012-13,0,0
Denver Nuggets,Miami Heat,116,119,0,2012-11-03,7:30 PM,"AmericanAirlines Arena, Miami, Florida",49,95,0.516,5,21,0.23800000000000002,13,20,0.65,18,29,47,13,5,3,13,21,0.5589999999999999,0.542,0.221,0.21100000000000002,41.9,80.6,59.5,26.5,5.3,5.2,11.1,122.8,126.0,2012-13,0,0
Charlotte Bobcats,Dallas Mavericks,99,126,0,2012-11-03,7:30 PM,"American Airlines Center, Dallas, Texas",39,91,0.429,3,17,0.17600000000000002,18,24,0.75,15,23,38,19,13,2,10,14,0.48700000000000004,0.445,0.187,0.264,30.0,74.2,46.9,48.7,13.4,3.6,9.0,102.4,130.3,2012-13,0,0
New York Knicks,Philadelphia 76ers,100,84,1,2012-11-04,12:00 PM,"Madison Square Garden (IV), New York, New York",39,77,0.506,11,27,0.40700000000000003,11,18,0.611,8,31,39,18,12,5,14,10,0.589,0.578,0.35100000000000003,0.23399999999999999,20.5,75.6,48.8,46.2,13.4,8.1,14.2,111.7,93.8,2012-13,0,1
Atlanta Hawks,Oklahoma City Thunder,104,95,1,2012-11-04,6:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",41,83,0.494,8,25,0.32,14,20,0.7,12,26,38,20,12,1,10,20,0.5660000000000001,0.542,0.301,0.24100000000000002,28.6,78.8,50.7,48.8,13.4,2.0,9.8,116.0,105.9,2012-13,0,0
Orlando Magic,Phoenix Suns,115,94,1,2012-11-04,6:00 PM,"Amway Center, Orlando, Florida",45,92,0.489,9,11,0.818,16,19,0.8420000000000001,13,33,46,26,7,1,10,17,0.573,0.5379999999999999,0.12,0.207,31.7,66.0,50.5,57.8,7.4,1.4,9.1,121.7,99.5,2012-13,0,1
Toronto Raptors,Minnesota Timberwolves,105,86,1,2012-11-04,6:00 PM,"Air Canada Centre, Toronto, Canada",40,90,0.444,10,21,0.47600000000000003,15,17,0.882,16,23,39,18,9,3,11,24,0.539,0.5,0.233,0.18899999999999997,36.4,74.2,52.0,45.0,10.1,6.3,10.1,117.3,96.0,2012-13,0,1
Los Angeles Lakers,Detroit Pistons,108,79,1,2012-11-04,6:30 PM,"STAPLES Center, Los Angeles, California",40,77,0.519,10,22,0.455,18,26,0.6920000000000001,16,30,46,27,11,8,15,20,0.611,0.584,0.28600000000000003,0.33799999999999997,44.4,69.8,58.2,67.5,12.8,12.1,14.5,125.2,91.6,2012-13,0,1
Philadelphia 76ers,New York Knicks,84,100,0,2012-11-04,12:00 PM,"Madison Square Garden (IV), New York, New York",34,79,0.43,8,17,0.47100000000000003,8,10,0.8,10,31,41,14,8,2,18,18,0.504,0.48100000000000004,0.215,0.127,24.4,79.5,51.3,41.2,8.9,4.0,17.8,93.8,111.7,2012-13,0,0
Oklahoma City Thunder,Atlanta Hawks,95,104,0,2012-11-04,6:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",33,71,0.465,9,22,0.409,20,22,0.909,7,30,37,27,4,9,20,21,0.589,0.528,0.31,0.31,21.2,71.4,49.3,81.8,4.5,15.5,19.9,105.9,116.0,2012-13,0,1
Phoenix Suns,Orlando Magic,94,115,0,2012-11-04,6:00 PM,"Amway Center, Orlando, Florida",39,91,0.429,5,19,0.263,11,18,0.611,17,28,45,19,3,10,16,17,0.475,0.456,0.209,0.198,34.0,68.3,49.5,48.7,3.2,12.3,13.9,99.5,121.7,2012-13,0,0
Minnesota Timberwolves,Toronto Raptors,86,105,0,2012-11-04,6:00 PM,"Air Canada Centre, Toronto, Canada",29,64,0.45299999999999996,6,16,0.375,22,31,0.71,8,28,36,18,8,8,24,17,0.5539999999999999,0.5,0.25,0.484,25.8,63.6,48.0,62.1,8.9,11.6,23.6,96.0,117.3,2012-13,0,0
Detroit Pistons,Los Angeles Lakers,79,108,0,2012-11-04,6:30 PM,"STAPLES Center, Los Angeles, California",28,79,0.354,4,13,0.308,19,23,0.826,13,20,33,19,5,5,16,20,0.44299999999999995,0.38,0.165,0.29100000000000004,30.2,55.6,41.8,67.9,5.8,9.1,15.2,91.6,125.2,2012-13,0,0
New York Knicks,Philadelphia 76ers,110,88,1,2012-11-05,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",39,84,0.46399999999999997,13,32,0.406,19,19,1.0,9,35,44,24,7,5,7,17,0.595,0.542,0.381,0.226,20.5,64.8,44.9,61.5,7.9,7.8,7.0,124.5,99.6,2012-13,0,0
